text_sha256,vad_model,vad_model_revision,expressed_valence,expressed_arousal,expressed_dominance
dba07ee6fbf6ded2f8e6b82aa3cdc20647a4b12de01b1d462f860b4aaa482302,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.730587959289551,3.218080759048462,3.4155871868133545
c02ab679669827dff0eee3df5c8ed039a91faeb086bf63e7973f31cbbd68c857,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.442670583724976,3.169140100479126,3.046264410018921
896658e1e42a08f90b140fb4044a23403594adb2c57f23893e31f371e48858f8,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.8062944412231445,3.2587101459503174,3.2037742137908936
e9c59d0c1bc0108a267d52d314cb87b1dffed3126d05e920cb66cb2352e15246,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.539734125137329,3.0700807571411133,3.00834059715271
d49dc39b033e6c0ef20ba037dfdc4826315cf20b4e0c8fcb808979db46d86191,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.7179064750671387,3.1266887187957764,3.105725049972534
c8655f8a5a55bdfaa36ffd1bfbcd3cc31c75fb0055836efabd7cabcc83de6e1e,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.710154294967652,3.1217076778411865,3.158787488937378
40543cd0e415086937f7052de35b6f3cf75366c46db8209693b506a504818e48,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.9380695819854736,3.0269076824188232,3.3272128105163574
82fec1f291c11de972c769d29e197e422ff8cc337bf76972bd0d03b4221bf3ee,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.787372589111328,3.1686272621154785,3.2521352767944336
59558c6a65a8f2572bf4329c3021efd33fad66325b3d05ae2a1b829cb35042e4,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.57604455947876,3.075770139694214,3.051242589950561
bae8e532a11fa510d93ac0ab6f5da0f45f791f54e9e55d2bbcf11be3381a46d5,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.5829432010650635,3.1507694721221924,3.125951766967773
d6cc928aba12e155b6558356a121cc0b51e90e497f60449108b6117c985f300c,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.642284631729126,3.135169744491577,3.079193592071533
6bb022ffefa11d809eec68c83577909d48029d6aae744510dc594df1e56ab043,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.653550386428833,3.0638060569763184,3.049938440322876
8f20d223d2c964f17ddb056dd19a23ca83c6fa6ee4e4d51ffb9190c619f34a43,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.526235580444336,3.141437768936157,2.953094244003296
9dd6ffee5c96a1837d772ec19da0cdf137ecc8904b335808a9592beeccbf40e5,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.6155056953430176,3.156318426132202,3.144251108169556
f81cc5e5166f961c3f0fc2f59df2f0a0cb90d17243d128043b43a2c4994814bc,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.696419239044189,3.3185057640075684,3.04952073097229
524e27a0a1b13b2e0603d7415c2388ab958be073f6529b13e13a8cf8feff8adf,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.6955230236053467,3.250471353530884,3.138320207595825
a2eb606cd70012a05ae7a4a0599a2fa11b113c11f3d82a76c379c3d3fd524304,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.618644952774048,3.2633543014526367,3.143305540084839
24f8a1cb3e5c9f2f81b023d606fe9b4a2eed0291f9d922b07f57e017359e3722,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.7921059131622314,3.180598735809326,3.1985132694244385
2d26a52c29df27d656f8e6cfd039f92e296b07715f814d2817c093c7463a5b9b,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.5129079818725586,3.1682064533233643,3.207933187484741
bb39c670e5db9be4e9d6573c3e765de31ff3a05d9adb9602e7cffc09001f53c5,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.8709523677825928,3.275542020797729,3.2243740558624268
188985a1a4fcadc834808c85ffc90a6b6b370257f13613c30139b97644f9959f,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.871605396270752,3.2626376152038574,3.420499563217163
341869fd28e71221d270a16ce5150244c96110ee23783ec1bf4a1aeb851b7332,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,3.153470754623413,3.101661443710327,3.247218608856201
da1142ecbd482e43dda13258cdb2c631cd0a956a9a27e81f3abc73c9176b02ac,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,3.06768536567688,3.286887884140014,3.3293440341949463
08042b7f81b879884b52fe8e0100fdf5fd30e0c1c46cc7d850bedd136dc1ed4b,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.740966796875,3.188589572906494,3.221244096755981
d3d9adfb2ffef3ff0b07078a52df1c8af363bf99e090dac9576c79284111d973,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.6460278034210205,3.151257276535034,3.22710394859314
e7d6b27d48d2ec473415cb13153bc5cd9d5c769e6470ce34fe789b76a031b9fb,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.7006897926330566,3.0826001167297363,3.159021615982056
854eeb52b1c2044d4073fb7e8578738705fd4c70747c0609c22a0155dc3c5a89,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.7536959648132324,3.162998914718628,3.174748182296753
832bfbef42dc76a34fdfc8d8b03069fc6b3fcbae0b5bd21e6fc365d7bdcbc1b3,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.910374879837036,3.218200922012329,3.3154304027557373
5a97a6d2cc10bbd7d4b771b7a28e6291f7528c74603ab06dd2c1fdbb625cda25,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.847869634628296,3.42712140083313,3.2992351055145264
4619a7fee0b732875652dd41d642fd73474453f4f409f35a5cf6490ac9c481ca,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.781502485275269,3.2451412677764893,3.220327615737915
98b388b665f12854e7610e26e9f0758c7b458ed7b0fe2e6fef6109f1e37b672e,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.8406152725219727,3.0589592456817627,3.26659631729126
38d283ba6c853a7c782462db765c367382bd3b6b8e9322bd71a20ad3cf100372,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.5268595218658447,3.243945598602295,3.092594623565674
2b79c9f43628bc5c889b4cf3c8c15030a73df401b4882218e2264c0a7a07122d,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.54532790184021,3.220444679260254,3.2169203758239746
e196708dae09a8a4e965c8389436641fe12ac3bc08585770e4fe64b3868f145b,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.5876712799072266,3.1088688373565674,3.0113089084625244
cc91269ef41c641ce8de738146feb3cbca17027772261f3ca5ae11e695940d00,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.6548359394073486,3.172315835952759,3.1483042240142822
bb29f0620700c149c87841790610da84b1a2e50272c2b6eac223e8b84768802f,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.857990264892578,3.099637508392334,3.2649707794189453
5c97e8a5cb4c82ecd1b9343a2e51130d647bb221c0835bfc1e8c6be59bf6c0e3,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.81441330909729,3.173290491104126,3.153002977371216
19117325b136314f3b44ce1520328185343df032356bf9b936f58cc7df109bc1,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,3.3437273502349854,3.0918490886688232,3.1860358715057373
f6c757b8a8d8a31cbb39e12dceeec77be2cd0ef9f1280ea96b4602b064c23778,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.5023272037506104,3.182211637496948,2.985921621322632
b2e0fa59b9fc7350f8a4e6740e49957baa7d38ea9cfba6ce61224fe6a030db34,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.602595567703247,3.061826467514038,3.1507058143615723
9b4243a8ab49dd5f2093c8d8dcb826d083bf7a5b721222573ae7a91d44c682a7,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.6810898780822754,3.144286870956421,3.2443597316741943
2aa8e5007c1013497c27718929d7b0704216757df8e22a90d0084dd038f9267e,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.6079697608947754,3.2291712760925293,3.076421976089477
40cd7bbd5ac0840b525eda4b61868703d0aac1cc9c5c4053b34a3fdb7345641b,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.5968093872070312,3.150916337966919,3.0296223163604736
2c05b94fa0159000fb67ded39c85fb08beb648f7819157a06407b220b7d0c543,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.667999505996704,3.1528728008270264,3.183629274368286
7e0de886fa2993cd74c5464a186cb31efb1e1369ff4117fe269243f882b01c3b,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.523949384689331,3.231486558914185,3.027308702468872
19d04ab35dd160cacdf14e28b9977618bb9173e819023236a7500bd925c62815,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.580420732498169,3.097339391708374,3.217376947402954
d5492abe00749e60cb34f52fe69932cb141e50e500e016b0f2e1e4bda85cb1b3,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.50701117515564,3.1712517738342285,3.099564790725708
3745289d992841d0d0b97ceb724d5d8f0294769423e1b279b8e5fdd0fd6e794b,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.590674638748169,3.0826265811920166,3.174237012863159
1d316a829d9363380a5aad01b01c616e64d12b1ca6d0896ad2b9e0022157ac2b,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.681405544281006,3.0836710929870605,3.11728835105896
c820d5e28eff6a4a9a30055aaa22c9d463c7d799a4b49721b6724862d19b7372,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.7703945636749268,3.093965530395508,3.101872205734253
d41442fe5ea69e5911b37c1351a912d22ee5347671959b2354fd4f6330077cdc,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.73478102684021,3.016982316970825,3.1683807373046875
e71d1d0fe9627aadd4944166b49650c91a0d2ee938d1af30a98f58868d66b95b,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.785764455795288,3.108581066131592,3.1716339588165283
23bbd83e6e7bd7ddbaa7812c38982eccbd183e283ea6b26596fa4483f4c3d7c6,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,3.112218141555786,3.0818936824798584,3.148325204849243
b3eb6174d22bd232643818a86c6ec58a6b1fa510ef9e5097e8dd892c41afa3db,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.517442464828491,3.210782766342163,3.158597230911255
51eaa60fbf72ef427ceb25226a356c449edcec32b3dd168d82909b430e871615,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.953827142715454,3.1905014514923096,3.387563467025757
5a7df7eeb88b2efb545bbd1a338033f33d2054eea3473264ef190b1bf3280dd9,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.6150214672088623,3.1488797664642334,3.218047857284546
415749fd19631debe7b55f128b161d3bded38ac50e6f7973f66634d57d46e7b7,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.8559377193450928,2.9871745109558105,3.13901948928833
391514c43d22b1a5dab124ef70d74b690c9fd0b6712c1669b08195de2415e821,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.831172227859497,3.021738290786743,3.182959079742432
804b115115449d0d6318dadb3caf7e1b7438c0bf623a5ea9bbb39ffbb57ed6f9,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.657512664794922,3.2014482021331787,3.049687147140503
593602095b790258fa32f3969ef10efa5103003bb127af4177b8ce96cc860d89,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.836686611175537,3.1284334659576416,3.2617342472076416
df70f7bae241550f923aaba54082d22945250889a09684dab3ef95a8a302b7b9,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.6621081829071045,3.128314733505249,3.1859614849090576
4db76599161f09da9fb13d5f1de6f9d1f9452b77c7dea7734e68870ce1645be0,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.749960660934448,3.0797665119171143,3.1473581790924072
2723bfe8c563d5ed1292bd95882fd5d674ab4d6539129a4c83ccceda7b4a731f,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.541975975036621,3.127889394760132,3.1913208961486816
ddc92a862f1d3d746c0e9b7f7a1c2d44fdcf44e499afa4ad93963d007526d39b,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.7223188877105717,3.1065690517425537,3.211249589920044
5845f927a89e0ea6bbccbcc3d4e7cd6f326bdbfcd6418ba3c6c678a50198ed96,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.776786088943481,2.9792821407318115,3.1222167015075684
54a2d76bc7e406cc53d80bbbe3c9110e8c8a7544a8853b3e47dd0b363f33ec86,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.7628676891326904,3.0761733055114746,3.169174909591675
587140357e429fef46610f756bdb900bb10ec5708701e98ed2a7c5f28ee49204,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.6788034439086914,3.3093454837799072,3.1979947090148926
6b0082e91a7903bdb6db8d9e0b0bea39140821516bd0b9e661d7f7765667b49a,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.670646905899048,3.057904005050659,3.073213815689087
d7bac4025f33e3350f47aa2da84a7369f1abb192cf27dbeccf20fc3d374acd25,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.6444036960601807,3.0773439407348637,3.0965893268585205
162964162ab515f3f8de3889ad9befde9bcdeaa4cb154ef6a6a3be50b60cb8f8,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.766871213912964,3.103922128677368,3.218837022781372
558f821522b1a6e8d559ccb858ae6566871905e0cc41ef2f0d85086efda548ac,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.975684404373169,3.106983184814453,3.2057926654815674
dddede4ce1e7991ecd9003b078def935ff1df720afbb6e6d1cbd4af03b731af9,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,3.0292093753814697,3.3034660816192627,3.267749547958374
bc6ff7cce0085812540ddde826e2f602ac413963a1d9fab1c32ccc85c7f65e58,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.6543257236480717,3.016491174697876,3.0385541915893555
a62098e6e0766bba982d6bbedebc0151b37695da2e53bd69af46036dec9ec72c,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.8115837574005127,3.000306844711304,3.0567963123321533
2be8bab91928ba1bed5549d62701c863d2de70371b37e253c6fbd8617f047270,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.696826696395874,3.1784145832061768,3.0994207859039307
6a0a1ba2974a95368d815390e1f0cdd2d21adce59be7c9ccc8ebd3770ecfead1,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.6340339183807373,3.1795547008514404,3.138596296310425
9e9142c0823b2780acb65614aac8055d029ba4276f7a4702fcce811d7aa96031,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.6491072177886963,3.216097593307495,3.102850914001465
325fe60f31b202f69da5cdfbd88bddbb4db186264982e1d6e39f710935970e4e,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.7569849491119385,3.075434684753418,3.215596437454224
dcea1ab905718642dae20726ace8bc5469122269c5e9a7bc7fe9a4f01fcf657d,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.67376446723938,3.174330949783325,2.999288320541382
2d72107f388ca027fbd58892d15d37a5de9cc155a7bbe39b24317aa0eedd4793,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.41589617729187,3.226487398147583,3.032020568847656
e2bbfac2288ba403908e8e782549e860f0b1a8f46da61a6dc136b3d376208e50,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.78901743888855,3.1812689304351807,3.171968698501587
0b98a91a6b8625d1b6cfa1d1f15e9de750990ca409b6eb6265f1d39d66e39a73,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.882819175720215,2.940483808517456,3.159186124801636
053feddedb811323b65d95865b63a1d1ee32f1cb4f09ec500fd0a3320f488b96,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.636951208114624,3.005418300628662,3.120034456253052
6cac14306a84bce97896f3ec2802336471ef39dce0554ee99ad8a12e96e467a0,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.914541959762573,3.169205904006958,3.312417984008789
670dd96d5c9858ab2cc175031835e490be52687a793335cdf373a930f3321aef,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.912570714950561,3.1996219158172607,3.3358399868011475
dc560aa614b58cf40fbe03dc7b28084b529cf10d10cc39f3736c9e0b12658c11,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.7113196849823,3.148451328277588,3.060610294342041
3ec6641f2d6d5d2068776f340bb13051ea727dc929691799d12a905650a93e14,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,3.024373769760132,3.181497812271118,3.30232048034668
9433b08ea21773e2ffc92ae2121835029b25f4151191a1e63c593b56e9e011a0,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.707725524902344,3.174917459487915,3.1405723094940186
c53d7be0dbce66aaa36596347c16383a9555cd58bd3ca1f4fa8eb5e67b2ab656,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,3.008386373519897,3.277320623397827,3.172645092010498
d753b187cb33428af0750c5b26a906e4c06043fdfff410f02858d018e0a1d378,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.6582391262054443,3.206884384155273,3.2178897857666016
1ae436e128afb6f510e96707e360d913864fd99242228a390b0f82b16c456407,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.859282255172729,3.058958053588867,3.173600435256958
50680c0c3d4d3d4adb5f120f5ec213095e11752fa543a01ebc6c8cc917ed274a,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.723639488220215,3.2170426845550537,3.2776448726654053
d44f19c0fe8f0a8836a599abe3d00909c7ef8cec41f9bc6b016b48a769730723,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.622978448867798,3.003340005874634,3.0570971965789795
7c4f76fac15557a5b35074fc7fd194f29ae502e3f687184d6a7b9e082a926554,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.623016357421875,3.190413236618042,3.2196669578552246
f4db18d1fbb765d63a04b1c28e17f74d089199a3568dd34cbe8b9fc736402a9c,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.987050294876098,3.279294729232788,3.224177598953247
80bd13bf9e1fde41a31b78118acd3ba8570c7b61779c5d0f808b33b168a3a761,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.779399871826172,3.126348733901977,3.1332247257232666
0562ef9b8769db3be9ab803a25da707cf57f38c9dd1331c857e0b9536593758f,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.347302198410034,3.242637634277344,2.973129987716675
671128a2c8be4ad9f9b66add1aed9a8a8afd9c8c32e37a4a9e55ac0182a07e3e,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.640251874923706,3.087614059448242,3.038580894470215
f69c627cb2714aa970c655baf2de0704dbacd12c3d0f390d5caef65500daf817,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.491729974746704,3.0863654613494877,3.063385009765625
284a667d5187fd2d29e9624c502e043bfa0a5b04ee46e27f98d26d9a0ed00cd4,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.7149226665496826,3.069326162338257,3.1530184745788574
5019a6b0800bf39091922e3182f2016025f1ac7991550a2e290d0393432816a7,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.700845956802368,3.128053903579712,3.177653312683105
5badbb09c0311085a838a9952f747c51e65563a46bc5538e624dd2a285e60974,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.4565768241882324,3.075834989547729,3.0645999908447266
01791b4e7b21e0ed50eb11869855f7826000328344f94e83365e40aa09c71a4c,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.593514204025269,3.08292555809021,3.124401569366455
782846b60f997aeff9f090b4e87a26dba2ff26920be2c50c3968ee4bfcf9b0f4,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.7390263080596924,3.025237798690796,3.13589096069336
acda4a18af7fc18cd0344028e8c0036fb1d3fdc7c63033ee3663106c7f415d49,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.615546464920044,3.1426517963409424,3.1289994716644287
458069cf5ff39bfbde8e8f9deb45c53f61f26d4905f7f0ab9173cb032faa3c05,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.60408091545105,3.0471954345703125,3.102675199508667
8a1b8bf75a7dd46e94c81a6b373688cdb5bf825d7d7ea09712f5c970d83d7539,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.559880018234253,3.1166024208068848,3.073164224624634
2fe608d9fb9a632c897cbca3fda9ece01fc3c8e0675778af137bd94cafe11688,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.399040937423706,3.150107860565185,2.995269060134888
ffd148addf61a0e1a564405a5a7dfa67c0e3c14d6029d93ec0280f96fe647e9e,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.424506425857544,3.1974027156829834,3.066235303878784
efa5a3a6362a01db10757947aab5012c99e4a75be86e2b6650f0f01b20e423dc,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.490367889404297,3.073537588119507,3.052077054977417
8b659b76796c5615804281c0ad4433f933995e75ec65b3b57876d0d937b6a1f0,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.6077327728271484,3.0750162601470947,3.1650874614715576
6dab854d52a1112fac871db0060b0c2b30f39ab54879c6c08c4a83b018ef6490,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.8812344074249268,3.034315824508667,3.2659246921539307
1df77821abb60c6f66544cddffc21960bcf08036078e2703ab58c5d48f7810b1,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.6186561584472656,3.126696825027466,3.160421848297119
c57a241250eac510b8fb8a8e51af3e4c818cb9e6efdb77bd0baecbf0b85ab973,RobroKools/vad-bert,c4c659fd17dd5807572b3f0f577de8c408401ca7,2.6537935733795166,3.1039204597473145,3.1314568519592285
